42900,1244,39.0,55.0,49.0,26.0,25.0,25.0
39600,1048,44.0,55.0,65.0,30.0,31.0,27.0
40500,617,31.0,53.0,63.0,21.0,23.0,24.0
39600,820,41.0,49.0,42.0,28.0,29.0,24.0
39900,823,40.0,62.0,42.0,27.0,30.0,29.0
39600,281,49.0,58.0,41.0,34.0,33.0,26.0
40200,309,31.0,55.0,58.0,22.0,23.0,22.0
41100,922,25.0,45.0,41.0,15.0,16.0,19.0
42000,954,33.0,53.0,36.0,23.0,23.0,21.0
42300,1207,37.0,59.0,48.0,26.0,26.0,27.0
41400,1051,37.0,56.0,62.0,30.0,27.0,18.0
39600,1283,48.0,69.0,48.0,33.0,33.0,28.0
41700,1175,36.0,62.0,48.0,23.0,23.0,20.0
39900,1044,38.0,57.0,62.0,29.0,31.0,31.0
42000,138,22.0,30.0,40.0,14.0,14.0,14.0
42600,547,24.0,33.0,40.0,15.0,15.0,15.0
41100,570,37.0,60.0,59.0,26.0,26.0,28.0
41100,155,34.0,67.0,40.0,21.0,21.0,23.0
41700,189,40.0,62.0,40.0,27.0,27.0,27.0
42000,378,43.0,67.0,40.0,29.0,29.0,20.0
40800,1242,27.0,47.0,48.0,19.0,19.0,20.0
40800,233,33.0,46.0,42.0,21.0,22.0,25.0
42900,769,38.0,52.0,42.0,31.0,32.0,32.0
42900,592,39.0,61.0,42.0,25.0,24.0,21.0
40500,607,27.0,46.0,43.0,18.0,20.0,21.0
40200,654,37.0,60.0,42.0,25.0,27.0,28.0
42300,656,37.0,67.0,56.0,25.0,25.0,26.0
39900,1167,35.0,68.0,48.0,30.0,33.0,29.0
41700,869,36.0,52.0,41.0,27.0,29.0,27.0
40200,307,32.0,56.0,41.0,20.0,21.0,22.0
41400,1312,39.0,57.0,48.0,28.0,26.0,26.0
41100,1228,28.0,52.0,49.0,19.0,19.0,21.0
42900,1028,26.0,34.0,53.0,16.0,16.0,15.0
42300,497,23.0,28.0,40.0,17.0,16.0,15.0
42300,509,25.0,34.0,40.0,15.0,16.0,15.0
40200,510,22.0,29.0,40.0,13.0,14.0,15.0
41400,526,24.0,31.0,40.0,15.0,14.0,14.0
41400,529,24.0,29.0,39.0,14.0,13.0,13.0
41700,338,40.0,63.0,40.0,28.0,27.0,26.0
39600,585,46.0,67.0,53.0,34.0,34.0,31.0
39600,355,41.0,67.0,56.0,28.0,28.0,25.0
41100,200,25.0,49.0,43.0,16.0,17.0,19.0
40800,264,35.0,61.0,42.0,25.0,22.0,18.0
42000,268,42.0,60.0,42.0,33.0,33.0,30.0
41400,625,30.0,48.0,42.0,21.0,19.0,19.0
41400,657,36.0,61.0,57.0,24.0,24.0,25.0
39600,1162,49.0,68.0,49.0,36.0,36.0,33.0
42300,413,39.0,60.0,42.0,31.0,32.0,33.0
39900,92,53.0,56.0,41.0,80.0,68.0,59.0
42000,277,37.0,51.0,41.0,24.0,24.0,23.0
40800,754,28.0,46.0,41.0,19.0,19.0,20.0
40200,296,48.0,61.0,57.0,50.0,47.0,40.0
42300,1215,41.0,58.0,48.0,28.0,27.0,27.0
40500,1188,34.0,59.0,48.0,22.0,22.0,15.0
39600,1020,47.0,66.0,62.0,36.0,36.0,33.0
39600,489,29.0,37.0,39.0,19.0,20.0,17.0
41400,493,22.0,24.0,39.0,13.0,13.0,13.0
40500,154,32.0,64.0,40.0,21.0,23.0,25.0
41100,374,35.0,66.0,40.0,22.0,22.0,25.0
41400,1062,40.0,54.0,55.0,32.0,31.0,27.0
42600,1237,39.0,54.0,48.0,26.0,24.0,22.0
41400,233,39.0,52.0,42.0,26.0,24.0,24.0
41100,607,28.0,47.0,43.0,18.0,19.0,20.0
39600,795,45.0,61.0,41.0,33.0,33.0,24.0
40800,654,37.0,56.0,42.0,25.0,25.0,26.0
42900,656,37.0,61.0,56.0,24.0,25.0,25.0
40500,1167,31.0,64.0,48.0,23.0,26.0,28.0
42300,869,41.0,52.0,41.0,31.0,29.0,27.0
