45000,7657,47137,109,27.0,45.0,41.0,19.0,19.0,21.0
45000,4207,25426,530,17.0,29.0,40.0,10.0,12.0,14.0
45000,7660,47162,617,34.0,61.0,63.0,27.0,30.0,32.0
45000,4207,25426,617,34.0,61.0,63.0,27.0,30.0,32.0
45000,4207,25430,617,34.0,61.0,63.0,27.0,30.0,32.0
45000,4206,25419,31,33.0,62.0,47.0,21.0,22.0,25.0
45000,7660,47162,316,24.0,43.0,42.0,15.0,17.0,19.0
45000,7655,47115,1287,27.0,44.0,48.0,21.0,24.0,24.0
45000,7655,47125,1287,27.0,44.0,48.0,21.0,24.0,24.0
45000,7660,47162,1024,23.0,49.0,67.0,15.0,16.0,18.0
45000,7660,47172,1005,22.0,50.0,62.0,14.0,15.0,19.0
45000,7655,47115,273,32.0,60.0,61.0,23.0,26.0,29.0
45000,7657,47137,273,32.0,60.0,61.0,23.0,26.0,29.0
45000,4207,25430,273,32.0,60.0,61.0,23.0,26.0,29.0
45000,7655,47115,275,22.0,34.0,42.0,13.0,14.0,16.0
45000,7660,47162,373,27.0,58.0,40.0,19.0,21.0,23.0
45000,7660,47172,234,30.0,47.0,62.0,20.0,21.0,23.0
45000,4207,25430,528,17.0,30.0,39.0,12.0,13.0,14.0
45000,7660,47162,1281,28.0,54.0,48.0,18.0,21.0,24.0
45000,4207,25430,1281,28.0,54.0,48.0,18.0,21.0,24.0
45000,4207,25426,1063,21.0,49.0,63.0,14.0,16.0,19.0
45000,4207,25430,567,26.0,55.0,58.0,16.0,18.0,20.0
45000,4206,25423,306,26.0,50.0,41.0,16.0,18.0,21.0
45000,4207,25430,869,28.0,54.0,41.0,22.0,25.0,28.0
45000,7656,47136,338,33.0,65.0,40.0,21.0,23.0,26.0
45000,4207,25426,338,33.0,65.0,40.0,21.0,23.0,26.0
45000,7655,47125,92,38.0,51.0,41.0,30.0,33.0,38.0
45000,7660,47162,92,38.0,51.0,41.0,30.0,33.0,38.0
45000,7614,46764,249,30.0,63.0,62.0,22.0,23.0,25.0
45000,4207,25430,326,34.0,71.0,40.0,22.0,24.0,27.0
45000,7660,47162,380,35.0,61.0,58.0,24.0,25.0,27.0
45000,7660,47172,135,18.0,28.0,40.0,11.0,13.0,15.0
45000,7655,47115,243,27.0,51.0,43.0,16.0,19.0,22.0
45000,7660,47162,243,27.0,51.0,43.0,16.0,19.0,22.0
45000,7660,47162,782,30.0,56.0,42.0,19.0,20.0,12.0
45000,4206,25423,782,30.0,56.0,42.0,19.0,20.0,12.0
45000,4206,25419,782,30.0,56.0,42.0,19.0,20.0,12.0
45000,7660,47162,387,26.0,59.0,40.0,17.0,19.0,21.0
45000,7660,47172,1183,26.0,54.0,48.0,18.0,20.0,23.0
45000,4206,25419,1183,26.0,54.0,48.0,18.0,20.0,23.0
45000,7660,47162,102,33.0,53.0,40.0,24.0,26.0,26.0
45000,4206,25419,410,34.0,61.0,42.0,23.0,25.0,26.0
45000,7657,47137,474,18.0,28.0,40.0,11.0,10.0,13.0
45000,7655,47115,683,29.0,56.0,42.0,20.0,22.0,24.0
45000,4207,25430,174,36.0,66.0,40.0,27.0,28.0,30.0
45000,7657,47137,643,44.0,64.0,42.0,31.0,34.0,34.0
45000,7660,47172,600,34.0,60.0,44.0,30.0,29.0,31.0
45000,4206,25419,463,16.0,26.0,40.0,12.0,11.0,13.0
45000,7655,47125,917,29.0,49.0,57.0,22.0,24.0,28.0
45000,7655,47115,917,29.0,49.0,57.0,22.0,24.0,28.0
45000,7660,47172,459,15.0,25.0,40.0,8.0,9.0,12.0
45000,7657,47137,511,17.0,30.0,40.0,10.0,11.0,14.0
45000,7660,47162,779,32.0,52.0,42.0,24.0,24.0,26.0
45000,7660,47172,433,19.0,30.0,40.0,11.0,11.0,14.0
45000,4207,25426,448,18.0,32.0,40.0,12.0,12.0,14.0
45000,4207,25426,137,20.0,31.0,40.0,12.0,13.0,15.0
45000,4206,25419,328,29.0,63.0,40.0,20.0,22.0,24.0
45000,4206,25419,328,29.0,63.0,40.0,20.0,22.0,24.0
45000,4207,25430,328,29.0,63.0,40.0,20.0,22.0,24.0
45000,7655,47115,379,27.0,64.0,40.0,17.0,20.0,24.0
45000,7655,47125,644,43.0,59.0,58.0,31.0,33.0,35.0
45000,7660,47162,837,33.0,53.0,41.0,22.0,25.0,28.0
45000,4207,25426,932,29.0,54.0,40.0,23.0,26.0,28.0
45000,4207,25426,942,29.0,47.0,41.0,19.0,21.0,23.0
45000,7660,47162,324,32.0,64.0,40.0,22.0,23.0,25.0
45000,4207,25430,324,32.0,64.0,40.0,22.0,23.0,25.0
45000,7655,47115,1207,35.0,57.0,48.0,23.0,25.0,27.0
45000,7655,47115,1207,35.0,57.0,48.0,23.0,25.0,27.0
45000,7656,47136,144,18.0,29.0,40.0,11.0,12.0,14.0
45000,4207,25426,687,24.0,51.0,42.0,16.0,17.0,20.0
45000,7657,47137,79,32.0,56.0,42.0,22.0,23.0,25.0
45000,4207,25426,132,17.0,28.0,40.0,10.0,11.0,14.0
45000,4207,25426,132,17.0,28.0,40.0,10.0,11.0,14.0
45000,7657,47137,722,26.0,60.0,61.0,17.0,17.0,10.0
45000,7656,47136,573,27.0,60.0,39.0,19.0,21.0,23.0
45000,4206,25419,573,27.0,60.0,39.0,19.0,21.0,23.0
45000,7655,47115,274,32.0,63.0,58.0,29.0,30.0,33.0
45000,7660,47162,24,39.0,57.0,41.0,25.0,28.0,32.0
45000,7660,47162,543,16.0,28.0,40.0,9.0,11.0,13.0
45000,4206,25419,513,20.0,29.0,55.0,13.0,13.0,15.0
45000,4207,25430,900,39.0,52.0,41.0,34.0,36.0,39.0
45000,4207,25426,300,26.0,46.0,41.0,18.0,19.0,22.0
45000,7657,47137,725,31.0,59.0,43.0,21.0,24.0,27.0
45000,4207,25426,119,36.0,47.0,58.0,28.0,25.0,27.0
45000,7657,47137,364,34.0,67.0,40.0,23.0,26.0,29.0
45000,7660,47172,211,26.0,46.0,42.0,17.0,18.0,21.0
45000,4206,25423,68,24.0,50.0,49.0,17.0,18.0,20.0
45000,4207,25430,68,24.0,50.0,49.0,17.0,18.0,20.0
45000,4207,25426,522,16.0,27.0,39.0,10.0,10.0,13.0
45000,4206,25419,1250,30.0,60.0,49.0,22.0,23.0,25.0
45000,4206,25419,1250,30.0,60.0,49.0,22.0,23.0,25.0
45000,7660,47162,263,22.0,43.0,56.0,15.0,16.0,19.0
45000,7657,47137,998,25.0,46.0,60.0,15.0,17.0,19.0
45000,4206,25419,407,29.0,55.0,42.0,19.0,22.0,21.0
45000,4207,25426,407,29.0,55.0,42.0,19.0,22.0,21.0
45000,7660,47172,1305,34.0,56.0,49.0,24.0,27.0,31.0
45000,4206,25423,1158,26.0,48.0,48.0,18.0,21.0,22.0
45000,4207,25430,1082,19.0,30.0,59.0,11.0,13.0,16.0
45000,7657,47137,539,17.0,26.0,40.0,11.0,12.0,14.0
45000,4207,25426,55,33.0,52.0,42.0,24.0,25.0,26.0
45000,7660,47172,507,14.0,28.0,40.0,8.0,10.0,13.0
45000,7655,47125,239,35.0,60.0,43.0,24.0,26.0,29.0
45000,7657,47137,239,35.0,60.0,43.0,24.0,26.0,29.0
45000,4207,25430,1205,28.0,52.0,49.0,17.0,19.0,22.0
45000,6979,41204,251,29.0,55.0,42.0,18.0,19.0,22.0
45000,7655,47115,693,29.0,55.0,42.0,20.0,23.0,27.0
45000,7660,47172,714,31.0,54.0,42.0,21.0,22.0,13.0
45000,4206,25419,714,31.0,54.0,42.0,21.0,22.0,13.0
45000,9282,60491,1296,26.0,60.0,48.0,16.0,19.0,22.0
45000,7655,47125,347,30.0,59.0,40.0,20.0,21.0,23.0
45000,7655,47115,347,30.0,59.0,40.0,20.0,21.0,23.0
45000,7657,47137,315,26.0,48.0,41.0,16.0,17.0,19.0
45000,7655,47125,637,31.0,58.0,42.0,20.0,21.0,24.0
45000,7657,47137,637,31.0,58.0,42.0,20.0,21.0,24.0
45000,7660,47162,418,18.0,24.0,39.0,11.0,12.0,15.0
45000,4207,25426,418,18.0,24.0,39.0,11.0,12.0,15.0
45000,7657,47137,604,31.0,55.0,59.0,24.0,27.0,30.0
45000,4207,25426,898,33.0,54.0,40.0,28.0,30.0,35.0
45000,7655,47115,1087,29.0,52.0,61.0,29.0,32.0,35.0
45000,4206,25419,449,17.0,27.0,40.0,10.0,11.0,13.0
45000,4207,25426,449,17.0,27.0,40.0,10.0,11.0,13.0
45000,4207,25426,822,29.0,49.0,42.0,18.0,20.0,24.0
45000,7660,47171,148,16.0,27.0,40.0,10.0,10.0,13.0
45000,4206,25419,48,33.0,58.0,59.0,21.0,23.0,26.0
45000,7657,47137,48,33.0,58.0,59.0,21.0,23.0,26.0
45000,7655,47115,1131,42.0,64.0,49.0,30.0,31.0,32.0
45000,7660,47162,801,27.0,49.0,41.0,17.0,20.0,23.0
45000,4206,25419,801,27.0,49.0,41.0,17.0,20.0,23.0
45000,7655,47115,1030,14.0,26.0,60.0,8.0,10.0,13.0
45000,7655,47125,486,19.0,31.0,40.0,10.0,11.0,14.0
45000,7660,47172,684,30.0,62.0,56.0,21.0,23.0,25.0
45000,7656,47136,767,34.0,54.0,42.0,25.0,28.0,30.0
45000,7656,47136,767,34.0,54.0,42.0,25.0,28.0,30.0
45000,4207,25430,767,34.0,54.0,42.0,25.0,28.0,30.0
45000,4207,25426,1170,34.0,58.0,48.0,26.0,29.0,32.0
45000,7655,47115,834,32.0,50.0,40.0,22.0,23.0,26.0
45000,4207,25426,265,14.0,29.0,58.0,8.0,10.0,12.0
45000,7657,47137,610,33.0,61.0,43.0,25.0,28.0,30.0
45000,4207,25426,610,33.0,61.0,43.0,25.0,28.0,30.0
45000,7655,47115,719,27.0,56.0,42.0,19.0,20.0,22.0
45000,7655,47115,741,31.0,58.0,42.0,21.0,24.0,26.0
45000,7657,47137,741,31.0,58.0,42.0,21.0,24.0,26.0
45000,4207,25430,303,35.0,51.0,42.0,25.0,26.0,28.0
45000,4207,25426,1124,31.0,57.0,49.0,25.0,28.0,31.0
45000,7655,47125,1073,32.0,58.0,60.0,25.0,27.0,29.0
45000,4207,25430,1114,28.0,55.0,49.0,19.0,21.0,23.0
45000,7655,47125,778,28.0,51.0,42.0,20.0,22.0,25.0
45000,7655,47125,933,30.0,51.0,41.0,24.0,27.0,30.0
