40800,4018,24033,493,20.0,25.0,39.0,12.0,12.0,14.0,40784,40823
40500,1879,10389,374,35.0,63.0,40.0,22.0,25.0,28.0,40330,40514
40800,9403,60861,1062,36.0,54.0,55.0,28.0,23.0,22.0,40712,40871
42000,7220,43251,1237,33.0,59.0,49.0,22.0,22.0,22.0,41884,42114
41700,7184,42945,728,45.0,65.0,41.0,30.0,29.0,29.0,41569,41852
41700,7184,42934,71,38.0,55.0,43.0,25.0,24.0,23.0,41569,41729
42900,7343,44359,946,37.0,56.0,41.0,25.0,24.0,19.0,42883,42976
42900,7343,44349,946,37.0,56.0,41.0,25.0,24.0,19.0,42884,42914
40500,11519,70168,691,27.0,55.0,42.0,19.0,20.0,22.0,40448,40550
39900,12354,75956,708,37.0,63.0,42.0,25.0,29.0,28.0,39811,39975
42300,7291,43879,43,39.0,62.0,41.0,30.0,29.0,28.0,42283,42310
41100,3693,22203,283,29.0,50.0,41.0,19.0,19.0,20.0,41087,41171
40500,3990,23815,137,22.0,27.0,40.0,14.0,15.0,12.0,40482,40532
42000,7232,43355,175,41.0,65.0,40.0,28.0,28.0,27.0,41979,42038
40200,11515,70155,209,38.0,55.0,42.0,26.0,29.0,30.0,40190,40201
42900,370,1903,778,41.0,53.0,42.0,27.0,26.0,26.0,42829,42955
42000,4083,24506,80,35.0,56.0,41.0,23.0,24.0,21.0,41944,42089
42900,7343,44349,933,42.0,53.0,41.0,33.0,31.0,31.0,42884,42921
42300,12050,74400,319,37.0,53.0,78.0,28.0,29.0,28.0,42200,42307
41400,6225,37543,577,35.0,60.0,39.0,23.0,22.0,22.0,41378,41434
39600,3970,23679,694,58.0,67.0,58.0,65.0,65.0,59.0,39486,39654
42900,7343,44349,1170,43.0,63.0,48.0,31.0,33.0,34.0,42884,42919
40500,11518,70167,948,31.0,57.0,41.0,21.0,22.0,22.0,40379,40512
42600,4132,24888,1210,38.0,57.0,48.0,25.0,24.0,22.0,42595,42626
39900,1379,7940,1193,47.0,67.0,48.0,32.0,32.0,18.0,39611,39965
39900,1379,7940,1193,47.0,67.0,48.0,32.0,32.0,18.0,39611,39966
41100,7115,42272,1006,29.0,56.0,52.0,20.0,20.0,14.0,41096,41138
41100,7102,42145,1006,29.0,56.0,52.0,20.0,20.0,14.0,41043,41174
42000,7222,43273,161,42.0,63.0,56.0,27.0,26.0,26.0,41965,42152
40800,9403,60861,615,44.0,61.0,59.0,33.0,31.0,31.0,40712,40876
42000,7239,43429,94,49.0,53.0,40.0,49.0,55.0,56.0,41980,42384
42000,7232,43355,120,47.0,52.0,41.0,33.0,31.0,29.0,41979,42049
42000,7239,43414,120,47.0,52.0,41.0,33.0,31.0,29.0,41980,42252
42900,7338,44304,1110,37.0,55.0,64.0,28.0,27.0,26.0,42816,43044
42300,7239,43429,1093,33.0,57.0,63.0,22.0,25.0,26.0,41980,42379
42300,7239,43429,1093,33.0,57.0,63.0,22.0,25.0,26.0,41980,42380
39600,3970,23679,511,25.0,30.0,40.0,16.0,18.0,16.0,39486,39652
41400,7148,42589,1148,39.0,57.0,49.0,37.0,32.0,28.0,41358,41421
41400,4067,24401,1148,39.0,57.0,49.0,37.0,32.0,28.0,41341,41496
42900,7339,44315,224,35.0,56.0,61.0,23.0,22.0,21.0,42818,43079
41400,7141,42542,260,37.0,60.0,42.0,24.0,22.0,17.0,41308,41442
42900,7338,44304,596,41.0,51.0,42.0,29.0,30.0,29.0,42816,43050
42000,4083,24506,862,43.0,54.0,42.0,35.0,34.0,36.0,41944,42089
41700,4077,24465,917,44.0,55.0,57.0,56.0,58.0,55.0,41577,41738
39900,3842,22787,354,36.0,65.0,40.0,26.0,25.0,15.0,39879,39908
41400,4067,24401,1110,35.0,53.0,64.0,23.0,21.0,22.0,41341,41493
42000,4083,24506,1052,32.0,52.0,63.0,21.0,20.0,20.0,41944,42094
42000,7222,43263,1031,36.0,57.0,63.0,29.0,28.0,28.0,41966,42027
41400,7148,42589,1238,33.0,55.0,48.0,23.0,21.0,21.0,41358,41416
39900,1379,7940,1148,40.0,63.0,49.0,28.0,31.0,30.0,39611,39931
41100,7115,42272,782,36.0,52.0,42.0,19.0,9.0,3.0,41096,41146
41700,7184,42934,823,39.0,58.0,42.0,29.0,27.0,18.0,41569,41728
40500,1879,10388,1209,32.0,53.0,48.0,24.0,21.0,12.0,40330,40502
42300,7291,43879,1102,24.0,35.0,60.0,15.0,15.0,15.0,42283,42311
40800,4010,23977,470,21.0,29.0,57.0,13.0,14.0,16.0,40714,40971
41700,4078,24472,348,39.0,65.0,39.0,28.0,27.0,26.0,41599,41788
41400,7148,42589,609,35.0,54.0,42.0,23.0,21.0,22.0,41358,41412
42600,4132,24888,628,43.0,66.0,60.0,27.0,24.0,23.0,42595,42624
41100,7100,42133,644,43.0,54.0,58.0,28.0,29.0,31.0,41041,41139
41700,6226,37567,1278,34.0,63.0,48.0,21.0,21.0,21.0,41647,41768
39900,12354,75956,941,39.0,54.0,41.0,26.0,16.0,7.0,39811,39955
41700,1140,6252,193,42.0,70.0,40.0,30.0,29.0,28.0,41424,41701
42000,1632,8931,1073,41.0,54.0,60.0,30.0,30.0,28.0,41919,42115
42000,7232,43355,1073,41.0,54.0,60.0,30.0,30.0,28.0,41979,42038
41700,1140,6252,600,45.0,59.0,44.0,40.0,37.0,29.0,41424,41754
41100,7115,42272,639,34.0,62.0,42.0,23.0,24.0,26.0,41096,41146
